,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand_name,yn_new_price,loc_type
4685,2,9.927594627879362,Petrol,0,Second,16.09,1598.0,103.5,5.0,7.64,Volkswagen,1,emerging
4686,4,9.95227771670556,Petrol,0,First,21.4,1197.0,83.1,5.0,6.21,Maruti,0,metro 1
4687,8,11.688583201081919,Diesel,1,First,10.96,2179.0,115.0,5.0,16.5,Land Rover,0,emerging
4688,9,10.93287479991082,Petrol,1,First,13.7,1997.0,153.86,5.0,8.22,Honda,0,emerging
4689,3,11.193656401558636,Diesel,0,First,14.24,2755.0,174.5,7.0,28.85,Toyota,1,emerging
4690,5,10.373491181781864,Petrol,1,First,15.6,1497.0,116.3,5.0,8.5,Honda,0,metro 1
4691,6,8.006367567650246,Petrol,1,Second,12.0,5461.0,421.0,2.0,90.0,Mercedes-Benz,0,metro 2
4692,5,9.249561085129464,Petrol,0,First,17.4,1497.0,117.3,5.0,6.51,Honda,0,metro 1
4693,7,10.46310334047155,Diesel,0,First,22.9,1248.0,74.0,5.0,4.65,Maruti,0,metro 1
4694,7,10.916923143796645,Petrol,1,First,14.53,1794.0,138.1,5.0,8.4,Toyota,0,emerging
4695,6,10.958913943754638,Diesel,0,First,23.59,1364.0,67.06,5.0,5.75,Toyota,1,metro 2
4696,14,11.608235644774552,Petrol,0,First,18.9,998.0,67.1,5.0,1.11,Maruti,0,emerging
4697,3,9.794843875419385,Petrol,0,First,15.7,1172.0,67.0,5.0,3.93,Fiat,0,emerging
4698,6,11.184421397998193,Petrol,1,First,12.0,1991.0,184.0,5.0,17.25,Mercedes-Benz,0,metro 1
4699,8,9.680344001221918,Diesel,1,First,16.36,2179.0,187.7,5.0,32.0,Jaguar,0,metro 1
4700,9,11.03521219265444,Petrol,0,First,17.0,1197.0,80.0,5.0,3.45,Hyundai,0,emerging
4701,6,11.350406535472453,Diesel,1,Second,12.39,2179.0,147.51,5.0,23.0,Land Rover,0,metro 2
4702,2,9.562615651570228,Petrol,0,First,18.6,1197.0,81.86,5.0,7.32,Hyundai,0,emerging
4703,6,10.626436224332863,Petrol,0,First,18.0,1198.0,86.7,5.0,4.4,Honda,0,emerging
4704,5,9.903487552536127,Diesel,1,First,8.47,2987.0,165.0,5.0,47.35,Mercedes-Benz,0,metro 2
4705,4,9.800513076908299,Petrol,0,First,22.74,796.0,47.3,5.0,4.12,Maruti,0,emerging
4706,4,11.289781913656018,Diesel,1,First,11.36,2755.0,171.5,7.0,19.5,Toyota,1,metro 1
4707,4,9.95227771670556,Petrol,1,First,18.9,1197.0,82.0,5.0,6.2,Hyundai,0,metro 2
4708,4,10.799575577092764,Diesel,1,First,16.55,2993.0,258.0,5.0,45.0,BMW,0,metro 2
4709,22,11.55214617812351,Petrol,0,Second,15.0,970.0,74.36,5.0,0.85,Maruti,0,metro 2
4710,10,11.461632170582678,Petrol,0,Second,18.5,1197.0,80.0,5.0,2.8,Hyundai,0,metro 1
4711,5,10.373491181781864,Petrol,1,First,18.9,1197.0,82.0,5.0,4.8,Hyundai,0,metro 2
4712,17,11.289781913656018,Petrol,0,Second,17.0,1077.42,62.28,5.0,0.9,Hyundai,0,metro 2
4713,6,11.71831229469518,Diesel,0,First,25.01,1498.0,89.75,5.0,5.65,Ford,0,metro 2
4714,9,11.26446410567173,Diesel,0,Second,15.0,2148.0,204.43,5.0,14.5,Mercedes-Benz,0,metro 2
4715,5,11.141861783579396,Diesel,0,First,26.59,1248.0,74.0,5.0,5.9,Maruti,0,metro 2
4716,5,11.082142548877775,Diesel,0,Second,23.59,1364.0,67.04,5.0,5.0,Toyota,0,metro 2
4717,5,10.043249494911286,Petrol,0,First,19.1,1197.0,82.0,5.0,4.9,Hyundai,0,metro 2
4718,11,11.156250521031495,Petrol,0,First,13.5,1799.0,130.0,5.0,4.25,Honda,0,metro 2
4719,6,12.429216196844383,Diesel,0,First,12.99,2494.0,100.6,8.0,10.9,Toyota,0,metro 1
4720,8,10.933106969717286,Petrol,0,First,13.2,1495.0,94.0,5.0,2.45,Hyundai,0,metro 1
4721,7,10.308952660644293,Petrol,0,First,22.74,796.0,47.3,5.0,2.5,Maruti,0,metro 2
4722,10,10.46310334047155,Petrol,1,First,8.1,5461.0,387.3,2.0,29.5,Mercedes-Benz,0,metro 1
4723,7,11.432257561902773,Diesel,0,Second,22.7,1498.0,89.84,5.0,5.75,Ford,0,emerging
4724,2,10.596634733096073,Petrol,0,First,20.14,1197.0,81.86,5.0,5.0,Hyundai,1,metro 2
4725,6,11.480898018131468,Petrol,1,First,14.3,1598.0,103.6,5.0,4.62,Skoda,0,emerging
4726,4,10.645424897265505,Diesel,1,First,15.73,1968.0,174.33,5.0,23.5,Audi,0,metro 1
4727,7,10.931069180548855,Diesel,0,First,16.0,2179.0,140.0,7.0,7.25,Mahindra,0,metro 1
4728,1,9.42027709580311,Petrol,0,First,17.0,1591.0,121.3,5.0,11.88,Hyundai,1,emerging
4729,11,11.002099841204238,Petrol,0,Third,13.9,1599.0,103.2,5.0,2.25,Hyundai,0,metro 1
4730,17,11.326595886778735,Petrol,0,Second,14.2,1597.0,92.0,5.0,0.85,Ford,0,metro 2
4731,2,10.085809109330082,Petrol,0,First,19.69,1198.0,67.04,5.0,4.0,Nissan,1,metro 2
4732,4,10.37965961780224,Petrol,1,First,16.5,1198.0,86.8,5.0,5.1,Honda,0,metro 2
4733,6,11.432225041048772,Diesel,0,First,12.99,2494.0,100.6,7.0,12.5,Toyota,0,metro 2
4734,9,11.706112775074489,Diesel,0,First,20.64,1498.0,108.5,5.0,2.9,Volkswagen,1,metro 1
4735,4,11.101884842528879,Diesel,0,First,16.0,2179.0,140.0,7.0,15.96,Mahindra,0,emerging
4736,5,10.621327345686446,Petrol,1,First,16.9,1197.0,82.0,5.0,5.45,Hyundai,0,metro 1
4737,3,10.563103802387129,Diesel,0,First,13.5,2198.0,157.7,7.0,23.86,Ford,0,emerging
4738,12,10.686498288754322,Petrol,0,First,18.0,995.0,62.0,5.0,1.75,Chevrolet,0,emerging
4739,3,9.764225485202621,Diesel,0,First,24.52,1248.0,88.5,7.0,9.75,Maruti,0,metro 2
4740,7,11.026955042202413,Diesel,0,First,25.8,1498.0,98.6,5.0,4.75,Honda,0,metro 2
4741,6,11.002099841204238,Petrol,0,First,17.4,1497.0,117.3,5.0,6.25,Honda,0,metro 1
4742,6,10.467806548742118,Diesel,1,Second,23.8,1998.0,112.0,5.0,22.0,Mini,0,metro 2
4743,4,10.636264016619267,Petrol,1,First,14.53,1794.0,138.1,5.0,14.14,Toyota,0,emerging
4744,15,10.714417768752456,Petrol,0,First,17.0,1086.0,62.28,5.0,0.95,Hyundai,0,metro 1
4745,6,11.082142548877775,Petrol,1,First,13.7,1798.0,157.75,5.0,11.95,Skoda,0,metro 1
4746,9,11.127262984158243,Petrol,0,First,18.9,998.0,67.1,5.0,2.5,Maruti,0,metro 1
4747,7,10.799575577092764,Petrol,0,First,19.81,1086.0,68.05,5.0,2.75,Hyundai,0,metro 1
4748,1,9.723044230753946,Petrol,0,First,23.84,1199.0,84.0,5.0,5.85,Tata,1,emerging
4749,4,10.34061281337216,Petrol,0,First,21.4,1197.0,83.1,5.0,6.25,Maruti,0,metro 2
4750,6,10.93414214802101,Petrol,0,First,15.04,1598.0,103.2,5.0,4.95,Volkswagen,0,metro 1
4751,3,9.639261556120688,Petrol,0,First,18.9,1197.0,81.86,5.0,4.75,Hyundai,0,metro 2
4752,7,10.896739325546411,Diesel,0,First,20.0,1399.0,68.05,5.0,2.55,Ford,0,metro 1
4753,9,10.757902880692196,Petrol,1,Second,13.9,1799.0,130.3,5.0,4.5,Honda,0,metro 2
4754,5,9.982853107916869,Petrol,0,First,22.74,796.0,47.3,5.0,3.01,Maruti,0,emerging
4755,4,10.858998997563564,Diesel,1,First,15.68,1999.0,177.0,5.0,42.0,Land Rover,1,metro 2
4756,10,10.463389013948712,Diesel,1,First,12.4,2698.0,179.5,5.0,11.5,Audi,0,metro 1
4757,14,11.247161427819378,Diesel,1,First,11.0,2987.0,198.5,5.0,10.99,Mercedes-Benz,0,metro 2
4758,11,11.396391648714276,Petrol,1,First,17.0,1497.0,118.0,5.0,3.71,Honda,0,emerging
4759,14,11.289781913656018,Petrol,1,Third,10.1,2354.0,152.0,5.0,2.0,Honda,0,emerging
4760,2,10.571906494871117,Diesel,0,First,28.09,1248.0,88.5,5.0,9.48,Maruti,0,emerging
4761,16,11.03488966402723,Petrol,0,Second,18.9,998.0,67.1,5.0,1.25,Maruti,0,emerging
4762,5,11.265053675431062,Diesel,0,First,19.67,1582.0,126.2,5.0,10.9,Hyundai,0,emerging
4763,5,10.44581184336149,Diesel,0,First,28.09,1248.0,88.5,5.0,5.5,Maruti,0,metro 1
4764,4,11.076341137803194,Petrol,0,First,21.1,814.0,55.2,5.0,3.71,Hyundai,0,emerging
4765,6,11.144640527986347,Petrol,0,First,16.02,1373.0,93.7,7.0,6.25,Maruti,0,metro 1
4766,8,10.915088464214607,Diesel,0,First,20.54,1598.0,103.6,5.0,4.9,Volkswagen,0,metro 1
4767,15,11.302204433654575,Petrol,0,Second,12.8,1493.0,100.0,5.0,1.1,Honda,0,metro 1
4768,4,10.511430812581505,Petrol,0,First,16.47,1198.0,73.9,5.0,4.72,Volkswagen,0,emerging
4769,3,10.098643067310169,Gas,0,First,33.44,796.0,40.3,4.0,3.7,Maruti,0,emerging
4770,4,10.669466891745744,Diesel,1,First,17.9,2143.0,136.0,5.0,24.85,Mercedes-Benz,0,metro 1
4771,7,11.211820372186306,Diesel,0,First,14.66,2199.0,194.3,7.0,12.25,Hyundai,0,emerging
4772,6,10.757902880692196,Diesel,0,First,22.9,1248.0,74.0,5.0,3.9,Maruti,0,metro 1
4773,3,10.53102897599808,Petrol,0,First,18.6,1197.0,81.86,5.0,6.28,Hyundai,1,emerging
4774,9,11.77528972943772,Diesel,0,First,14.0,2498.0,112.0,8.0,2.75,Mahindra,0,metro 1
4775,3,10.360152617342683,Petrol,0,First,18.9,1197.0,82.0,5.0,7.85,Hyundai,0,emerging
4776,9,11.097410021008562,Petrol,0,First,15.04,1598.0,103.6,5.0,2.95,Volkswagen,0,metro 1
4777,12,11.27720313144916,Petrol,1,Second,11.7,2354.0,177.6,5.0,4.85,Honda,0,metro 1
4778,9,10.760877176490123,Diesel,1,Second,13.5,2925.0,281.61,5.0,30.0,Mercedes-Benz,1,metro 2
4779,4,10.508076706114283,Diesel,1,First,15.0,2143.0,107.3,5.0,19.9,Mercedes-Benz,0,metro 2
4780,4,11.440354772135393,Diesel,0,First,20.5,1582.0,126.2,5.0,10.8,Hyundai,1,metro 2
4781,13,10.8627419838424,Petrol,0,First,19.7,796.0,46.3,5.0,1.75,Maruti,0,metro 2
4782,4,9.903637541287253,Diesel,1,First,20.38,1968.0,143.0,5.0,19.25,Audi,0,metro 1
4783,7,11.102156315270157,Diesel,0,First,19.87,1461.0,83.8,5.0,5.5,Renault,0,metro 1
4784,11,11.238488619268468,Diesel,0,First,17.8,1399.0,68.0,5.0,2.75,Ford,0,metro 1
4785,5,10.275051108968611,Diesel,0,First,19.67,1582.0,126.2,5.0,13.0,Hyundai,0,metro 2
4786,9,10.308952660644293,Diesel,0,First,20.0,1399.0,68.0,5.0,3.2,Ford,0,metro 1
4787,7,10.942455988276723,Petrol,0,First,15.26,1598.0,103.5,5.0,5.84,Volkswagen,0,emerging
4788,5,10.545341438708522,Diesel,1,Second,16.8,1969.0,150.0,5.0,24.0,Volvo,1,metro 2
4789,8,10.621327345686446,Diesel,1,First,19.08,1582.0,126.32,5.0,6.25,Hyundai,0,metro 1
4790,11,10.87804719253426,Diesel,1,First,14.49,2993.0,258.0,5.0,36.0,BMW,0,metro 2
4791,17,11.736069016284437,Diesel,0,Third,14.8,1998.0,68.0,5.0,3.0,Mitsubishi,0,metro 1
4792,10,12.396693005138824,Diesel,0,First,11.5,2982.0,171.0,7.0,11.0,Toyota,0,metro 1
4793,5,11.407564949312402,Diesel,0,First,26.21,1248.0,88.5,5.0,6.5,Maruti,0,metro 1
4794,2,9.305650551780507,Diesel,0,First,24.3,1248.0,88.5,5.0,9.4,Maruti,0,metro 2
4795,2,9.995884401802096,Diesel,1,First,21.76,1995.0,190.0,5.0,37.92,BMW,1,emerging
4796,7,10.621327345686446,Petrol,1,First,14.4,1598.0,103.6,5.0,5.25,Volkswagen,0,metro 2
4797,9,10.757902880692196,Petrol,0,First,17.0,1197.0,80.0,5.0,4.5,Hyundai,0,metro 1
4798,11,11.608235644774552,Diesel,1,First,11.0,2993.0,235.0,5.0,18.0,BMW,0,metro 1
4799,5,10.735526731962691,Petrol,0,First,19.1,1197.0,82.0,5.0,5.56,Hyundai,0,emerging
4800,7,10.778956289890028,Diesel,1,First,14.21,2143.0,203.0,5.0,22.0,Mercedes-Benz,0,metro 2
4801,9,11.127262984158243,Diesel,1,First,12.39,2179.0,147.51,5.0,22.0,Land Rover,0,metro 2
4802,9,10.621327345686446,Petrol,0,First,20.36,1197.0,78.9,5.0,2.65,Hyundai,0,metro 1
4803,7,11.150131840023318,Diesel,0,Second,22.32,1582.0,126.32,5.0,5.85,Hyundai,0,emerging
4804,8,11.652687407345388,Diesel,0,First,19.33,1968.0,138.1,5.0,6.95,Volkswagen,0,metro 1
4805,8,10.771197098403393,Diesel,0,First,15.1,2179.0,140.0,7.0,6.5,Mahindra,0,metro 1
4806,16,11.10682015197464,Petrol,0,Third,19.7,796.0,35.0,8.0,0.85,Maruti,0,emerging
4807,7,11.289781913656018,Petrol,1,Second,14.67,1798.0,177.46,5.0,7.25,Skoda,1,metro 1
4808,8,11.460241730684785,Diesel,0,First,22.9,1248.0,74.0,5.0,4.5,Maruti,0,metro 2
4809,10,11.244745321014502,Diesel,0,First,10.5,2179.0,120.0,8.0,4.25,Mahindra,0,metro 1
4810,4,10.239959789157341,Petrol,1,First,13.7,1991.0,183.0,5.0,26.0,Mercedes-Benz,0,metro 1
4811,3,10.261127031161688,Diesel,0,First,16.55,2498.0,105.0,6.0,9.66,Mahindra,1,emerging
4812,7,10.722121353137489,Diesel,0,Second,19.01,1461.0,108.45,5.0,6.85,Renault,0,metro 2
4813,7,11.291368154909891,Diesel,1,First,12.8,1968.0,167.6,5.0,23.68,Audi,0,emerging
4814,7,11.127262984158243,Diesel,1,Second,12.39,2179.0,147.51,5.0,15.75,Land Rover,0,metro 1
4815,8,11.225243392518447,Diesel,0,Third,20.54,1598.0,103.6,5.0,3.5,Volkswagen,0,metro 2
4816,14,10.778956289890028,Petrol,1,Second,11.62,2979.0,306.0,5.0,6.99,BMW,0,metro 1
4817,1,10.642348742176754,Diesel,0,First,22.7,1582.0,126.2,5.0,15.57,Hyundai,0,emerging
4818,5,11.349594441107186,Diesel,0,First,15.3,2956.0,83.8,7.0,5.29,Tata,0,emerging
4819,4,9.615805480084347,Petrol,0,First,22.7,799.0,53.64,5.0,2.25,Datsun,1,metro 1
4820,11,11.608235644774552,Diesel,1,First,11.7,2993.0,245.0,5.0,20.0,BMW,0,metro 1
4821,9,8.68270762989381,Petrol,1,First,7.94,4395.0,450.0,4.0,47.5,BMW,0,metro 1
4822,18,11.548804061005127,Petrol,0,Second,18.9,1061.0,47.0,5.0,1.22,Maruti,0,metro 1
4823,8,11.07915347064653,Petrol,0,First,16.47,1198.0,73.9,5.0,3.65,Volkswagen,0,metro 1
4824,4,10.46310334047155,Petrol,0,First,20.62,1198.0,67.0,7.0,3.1,Datsun,0,metro 2
4825,4,10.596634733096073,Petrol,0,First,15.29,1591.0,121.3,5.0,11.5,Hyundai,0,metro 2
4826,5,10.080629049288541,Petrol,0,First,24.07,998.0,67.1,5.0,3.46,Maruti,1,emerging
4827,7,11.125806040978839,Diesel,0,First,14.66,2199.0,194.3,7.0,8.38,Hyundai,0,emerging
4828,6,11.139903345351431,Diesel,0,First,15.11,1598.0,103.6,5.0,4.8,Volkswagen,0,metro 2
4829,6,11.170435156023453,Diesel,0,Second,25.8,1498.0,98.6,5.0,4.5,Honda,0,metro 2
4830,16,11.461632170582678,Petrol,0,First,15.9,1298.0,85.0,5.0,0.8,Maruti,0,metro 1
4831,6,10.126631103850338,Diesel,0,First,22.9,1248.0,74.0,5.0,3.95,Maruti,0,metro 1
4832,8,12.100712129872347,Diesel,0,First,20.5,1598.0,103.5,5.0,3.65,Skoda,0,metro 2
4833,15,11.782952602183288,Diesel,1,First,11.0,2987.0,198.5,5.0,10.0,Mercedes-Benz,0,metro 1
4834,9,11.082142548877775,Diesel,0,Second,12.05,2179.0,120.0,8.0,4.0,Mahindra,0,metro 1
4835,8,11.67654828495664,Diesel,0,First,21.64,1461.0,84.8,5.0,4.75,Nissan,0,metro 2
4836,11,11.082142548877775,Petrol,0,Second,17.5,1298.0,85.8,5.0,3.1,Maruti,0,metro 2
4837,3,10.755708986503604,Petrol,0,First,21.1,814.0,55.2,5.0,3.61,Hyundai,0,emerging
4838,5,10.510395784979163,Petrol,0,First,19.4,1198.0,86.8,5.0,4.29,Honda,0,emerging
4839,9,10.668955394675699,Petrol,0,First,18.06,1198.0,75.0,5.0,2.13,Nissan,0,metro 1
4840,12,10.896739325546411,Petrol,0,First,19.7,796.0,46.3,5.0,1.1,Maruti,0,metro 1
4841,9,11.396391648714276,Diesel,1,First,22.69,1995.0,190.0,5.0,13.95,BMW,1,metro 2
4842,6,8.85366542803745,Petrol,0,First,16.47,1198.0,74.0,5.0,5.35,Volkswagen,0,metro 1
4843,6,10.976269081169717,Petrol,0,First,23.1,998.0,67.04,5.0,3.9,Maruti,0,metro 2
4844,6,10.51867319162636,Petrol,0,First,21.5,1197.0,81.8,5.0,2.8,Maruti,1,metro 1
4845,4,10.275051108968611,Diesel,0,First,26.21,1248.0,88.5,5.0,8.75,Maruti,0,metro 1
4846,7,10.858998997563564,Diesel,1,First,16.55,1968.0,147.51,5.0,19.5,Audi,0,metro 2
4847,7,10.398397186236718,Petrol,0,First,19.4,1198.0,86.8,5.0,2.75,Honda,0,metro 1
4848,7,11.362102575235644,Diesel,1,First,11.79,2179.0,120.0,8.0,8.0,Mahindra,0,metro 2
4849,6,11.104957226643945,Diesel,0,First,26.0,1498.0,98.6,5.0,5.7,Honda,0,metro 1
4850,8,11.451050061252142,Diesel,1,First,17.05,1995.0,184.0,5.0,12.5,BMW,0,metro 2
4851,9,10.275051108968611,Petrol,0,Second,18.0,995.0,62.0,5.0,1.75,Chevrolet,0,metro 1
4852,10,11.584213034954917,Diesel,0,Second,20.0,1399.0,68.0,5.0,1.9,Ford,0,metro 1
4853,5,10.494048144320972,Petrol,0,First,20.4,1197.0,81.8,5.0,4.5,Maruti,0,metro 2
4854,5,9.70069794710231,Diesel,1,First,19.27,2143.0,170.0,5.0,30.3,Mercedes-Benz,0,metro 1
4855,6,10.491274217438248,Diesel,1,First,19.3,1968.0,141.0,5.0,16.0,Skoda,0,metro 2
4856,3,10.641034320392757,Diesel,1,First,18.56,1995.0,190.0,5.0,32.78,BMW,0,emerging
4857,5,10.909253290837885,Petrol,0,First,21.1,814.0,55.2,5.0,2.5,Hyundai,0,emerging
4858,3,9.546812608597396,Diesel,1,First,18.25,1968.0,187.74,5.0,43.0,Audi,1,metro 2
4859,3,10.08485031650177,Petrol,0,First,18.16,1196.0,86.8,5.0,5.38,Ford,0,emerging
4860,7,10.313309821085701,Petrol,0,First,20.92,998.0,67.1,5.0,2.65,Maruti,0,metro 2
4861,3,7.835974581721566,Petrol,0,First,24.7,796.0,47.3,5.0,3.3,Maruti,0,metro 2
4862,5,10.571316925111784,Diesel,1,First,19.27,2143.0,167.62,5.0,34.0,Mercedes-Benz,0,metro 2
4863,19,11.84939770159144,Petrol,0,Third,20.3,1086.0,68.0,5.0,0.7,Hyundai,1,metro 1
4864,3,10.381490352934616,Diesel,0,First,24.4,1120.0,71.0,5.0,6.83,Hyundai,0,emerging
4865,4,10.757541113134543,Diesel,0,First,25.8,1498.0,98.6,5.0,5.77,Honda,0,emerging
4866,12,11.580584113444043,Diesel,0,Second,17.8,1248.0,75.0,5.0,3.1,Maruti,0,metro 1
4867,3,9.852194258148577,Petrol,0,First,16.2,1199.0,74.0,5.0,4.95,Volkswagen,0,metro 1
4868,7,11.385092093460344,Diesel,1,First,17.11,1968.0,174.33,5.0,16.25,Audi,0,metro 2
4869,8,11.343133089153014,Diesel,1,First,10.2,4367.0,308.0,7.0,52.54,Land Rover,0,emerging
4870,9,11.759785542901755,Diesel,0,Third,16.0,2179.0,140.0,7.0,6.4,Mahindra,0,metro 1
4871,9,11.170435156023453,Diesel,0,Third,13.1,2499.0,141.0,7.0,6.95,Ford,0,metro 2
4872,12,10.819778284410283,Diesel,0,First,17.2,1396.0,53.5,5.0,0.85,Tata,0,metro 1
4873,4,9.680344001221918,Petrol,0,First,21.4,1197.0,83.1,5.0,6.95,Maruti,1,metro 1
4874,3,11.314474526246391,Diesel,0,First,24.4,1120.0,71.0,5.0,3.45,Hyundai,0,metro 1
4875,12,11.289781913656018,Petrol,0,First,13.5,1799.0,130.0,5.0,2.75,Honda,0,metro 1
4876,5,10.491274217438248,Petrol,0,Second,18.6,1197.0,81.83,5.0,4.95,Hyundai,0,metro 1
4877,2,9.76864100976636,Petrol,0,First,17.0,1198.0,108.5,5.0,9.62,Tata,1,emerging
4878,4,9.724659884996429,Petrol,0,First,18.6,1197.0,81.83,5.0,6.79,Hyundai,0,emerging
4879,6,10.78396456087112,Petrol,0,First,19.1,1197.0,85.8,5.0,4.5,Maruti,0,metro 1
4880,6,10.867253298434472,Petrol,0,First,22.5,998.0,67.04,5.0,3.01,Maruti,1,emerging
4881,8,11.127262984158243,Diesel,0,First,21.9,1396.0,88.76,5.0,4.4,Hyundai,0,metro 2
4882,8,11.970350312009105,Diesel,1,First,12.55,2982.0,168.5,7.0,17.49,Toyota,0,metro 2
4883,6,10.35602706803022,Petrol,0,First,20.36,1197.0,78.9,5.0,4.66,Hyundai,0,emerging
4884,5,10.126631103850338,Petrol,0,First,18.9,1197.0,82.0,5.0,5.5,Hyundai,0,metro 1
4885,4,10.950806546816688,Petrol,0,First,18.6,1197.0,81.83,5.0,6.0,Hyundai,0,metro 2
4886,13,11.238488619268468,Petrol,1,First,17.0,1086.0,62.28,5.0,2.4,Hyundai,0,metro 2
4887,2,10.952174032434511,Diesel,0,First,24.3,1248.0,88.5,5.0,10.19,Maruti,1,emerging
4888,4,10.76787427725986,Diesel,0,First,25.8,1498.0,98.6,5.0,5.25,Honda,0,emerging
4889,6,10.819778284410283,Diesel,1,First,15.26,2143.0,203.2,5.0,45.0,Mercedes-Benz,0,metro 2
4890,10,11.03488966402723,Diesel,0,First,23.0,1396.0,90.0,5.0,2.7,Hyundai,0,metro 2
4891,7,11.094481494633865,Petrol,0,First,19.81,1086.0,68.05,5.0,3.39,Hyundai,0,emerging
4892,6,11.311641248008913,Diesel,0,First,26.59,1248.0,74.0,5.0,5.69,Maruti,0,metro 2
4893,2,9.20552881497896,Petrol,1,First,10.37,2979.0,306.0,2.0,58.54,BMW,0,emerging
4894,3,10.085809109330082,Diesel,0,First,27.39,1248.0,74.0,5.0,8.4,Maruti,1,metro 2
4895,8,11.197131942357371,Diesel,0,First,25.44,936.0,57.6,5.0,2.5,Chevrolet,0,metro 2
4896,8,10.985292722887856,Petrol,0,First,19.4,1198.0,86.8,5.0,3.25,Honda,0,metro 2
4897,6,10.404262840448617,Diesel,0,Second,20.0,1399.0,68.05,5.0,3.25,Ford,0,metro 1
4898,4,10.512954166430136,Petrol,1,First,23.1,998.0,67.04,5.0,4.25,Maruti,0,metro 2
4899,6,10.621327345686446,Diesel,1,First,14.84,2143.0,170.0,5.0,18.5,Mercedes-Benz,0,emerging
4900,13,11.170435156023453,Petrol,1,First,17.0,1086.0,62.28,5.0,2.4,Hyundai,0,metro 2
4901,5,10.75042820627549,Petrol,0,First,19.4,1198.0,86.8,5.0,4.25,Honda,0,emerging
4902,2,8.006367567650246,Petrol,1,First,21.4,1197.0,83.1,5.0,8.85,Maruti,1,metro 1
4903,6,9.602314889901848,Petrol,0,First,21.1,814.0,55.2,5.0,4.14,Hyundai,0,emerging
4905,5,11.134953921170986,Diesel,0,First,23.0,1396.0,90.0,5.0,7.0,Hyundai,0,metro 2
4906,2,9.615805480084347,Diesel,1,First,10.91,3198.0,197.0,7.0,33.0,Ford,0,metro 2
4907,3,10.275051108968611,Petrol,0,First,17.4,1497.0,117.3,5.0,10.0,Honda,1,metro 2
4908,8,11.25683249476492,Diesel,0,Second,21.5,1248.0,88.8,5.0,3.53,Maruti,0,emerging
4909,13,11.678439903447801,Petrol,0,First,12.9,1598.0,102.5,5.0,1.35,Chevrolet,0,emerging
4910,7,11.225243392518447,Diesel,0,First,20.54,1598.0,103.6,5.0,4.5,Volkswagen,0,metro 1
4911,8,11.141861783579396,Petrol,0,First,16.8,1497.0,116.3,5.0,4.9,Honda,0,metro 2
4912,4,10.869577463162766,Diesel,0,First,19.67,1582.0,126.2,5.0,12.26,Hyundai,0,emerging
4913,6,10.968198289528557,Diesel,0,Second,24.4,1120.0,71.0,5.0,3.99,Hyundai,0,metro 1
4914,3,10.085809109330082,Diesel,1,First,17.9,2143.0,170.0,5.0,46.95,Mercedes-Benz,1,metro 1
4915,5,11.090446437502804,Diesel,0,First,20.0,1399.0,68.0,5.0,3.8,Ford,0,metro 2
4916,7,11.127380624297194,Diesel,0,Second,15.0,1896.0,105.0,5.0,6.75,Volkswagen,0,metro 2
4917,3,10.010142230404668,Diesel,0,First,18.49,1493.0,100.0,7.0,8.75,Mahindra,0,emerging
4918,7,10.915088464214607,Petrol,0,Second,15.8,1499.0,110.0,5.0,5.2,Ford,0,metro 1
4919,3,9.872358017339208,Petrol,0,First,17.1,1591.0,121.3,5.0,8.42,Hyundai,0,emerging
4920,6,10.968198289528557,Gas,0,First,26.6,998.0,58.16,5.0,3.0,Maruti,0,metro 2
4921,4,10.085850775128717,Petrol,0,First,18.6,1197.0,81.83,5.0,5.75,Hyundai,0,metro 1
4922,12,9.740968623038354,Diesel,1,First,15.2,1968.0,140.8,5.0,9.75,Audi,0,metro 1
4923,5,10.257659366256743,Petrol,0,First,19.49,1198.0,67.04,5.0,3.5,Nissan,0,metro 1
4924,6,11.097410021008562,Diesel,1,First,15.26,2143.0,203.2,5.0,30.0,Mercedes-Benz,0,emerging
4925,3,9.998797732340453,Diesel,1,First,12.83,2179.0,147.5,5.0,35.0,Land Rover,0,metro 1
4926,2,10.700611792219068,Petrol,0,First,15.8,1591.0,121.3,5.0,13.25,Hyundai,1,emerging
4927,7,10.714417768752456,Diesel,0,First,20.5,1598.0,103.5,5.0,3.65,Skoda,0,metro 1
4928,5,10.968198289528557,Diesel,0,First,23.4,1248.0,74.0,5.0,5.25,Maruti,0,emerging
4929,4,11.141861783579396,Petrol,0,First,15.8,1591.0,121.3,5.0,9.7,Hyundai,1,metro 1
4930,3,11.018514382472333,Diesel,0,First,24.0,1120.0,70.0,5.0,5.21,Hyundai,0,emerging
4931,4,11.112447898373103,Diesel,0,First,18.49,1493.0,100.0,7.0,6.3,Mahindra,0,metro 2
4932,6,10.84220491697184,Diesel,0,First,24.0,1120.0,70.0,5.0,4.72,Hyundai,0,emerging
4933,9,10.915088464214607,Diesel,1,Second,11.7,2993.0,245.0,5.0,28.0,BMW,0,metro 1
4934,2,10.129905736383995,Diesel,1,First,28.4,1248.0,73.75,5.0,8.37,Maruti,1,emerging
4935,8,11.132396842152096,Diesel,0,First,12.55,2982.0,168.5,7.0,14.0,Toyota,0,metro 1
4936,5,10.819778284410283,Diesel,1,First,17.68,1968.0,174.33,5.0,36.0,Audi,0,metro 2
4937,5,11.48246625748552,Diesel,0,First,27.3,1498.0,98.6,5.0,6.4,Honda,0,metro 2
